Sezione1
0.00	0.00	0.406
60.00	11.343	0.406
120.0	11.191	0.402
180.0	11.038	0.399
240.0	10.886	0.395
300.0	10.734	0.392
360.0	10.581	0.388
420.0	10.429	0.385
480.0	10.277	0.381
540.0	10.124	0.378
600.0	9.972	0.374
660.0	9.82	0.371
720.0	9.668	0.367
780.0	9.515	0.364
840.0	9.363	0.36
900.0	9.211	0.357
960.0	9.058	0.353
1020.0	8.906	0.35
1080.0	8.754	0.346
1140.0	8.601	0.343
1200.0	8.449	0.339
1260.0	8.297	0.336
1320.0	8.144	0.332
1380.0	7.992	0.329
1440.0	7.84	0.325
1500.0	7.687	0.322
1560.0	7.535	0.318
1620.0	7.383	0.315
1680.0	7.231	0.311
1740.0	7.078	0.308
1800.0	6.926	0.304
1860.0	6.774	0.301
1920.0	6.621	0.297
1980.0	6.469	0.294
2040.0	6.317	0.29
2100.0	6.164	0.287
2160.0	6.012	0.283
2220.0	5.86	0.28
2280.0	5.707	0.276
2340.0	5.555	0.273
2400.0	5.403	0.269
2460.0	5.25	0.266
2520.0	5.098	0.262
2580.0	4.946	0.259
2640.0	4.793	0.255
2700.0	4.641	0.251
2760.0	4.489	0.248
2820.0	4.337	0.244
2880.0	4.184	0.241
2940.0	4.032	0.237
3000.0	3.88	0.234
3060.0	3.727	0.23
3120.0	3.575	0.227
3180.0	3.423	0.223
3240.0	3.27	0.22
3300.0	3.118	0.216
3360.0	2.966	0.213
3420.0	2.813	0.209
3480.0	2.661	0.206
3540.0	2.509	0.202
3600.0	2.356	0.199
3660.0	2.204	0.195
3720.0	2.052	0.192
3780.0	1.90	0.188
3840.0	1.747	0.185
3900.0	1.595	0.181
3960.0	1.443	0.178
4020.0	1.29	0.174
4080.0	1.138	0.171
4140.0	0.986	0.167
4200.0	0.833	0.164
4260.0	0.681	0.16
4320.0	0.529	0.157
4380.0	0.376	0.153
4440.0	0.224	0.15
4500.0	0.072	0.146
4528.0	0.00	0.144
	END
