Sezione1
0	0.00	0.395
60	11.008	0.395
120	10.86	0.392
180	10.712	0.388
240	10.564	0.385
300	10.416	0.381
360	10.269	0.377
420	10.121	0.374
480	9.973	0.37
540	9.825	0.367
600	9.677	0.363
660	9.53	0.359
720	9.382	0.356
780	9.234	0.352
840	9.086	0.348
900	8.938	0.345
960	8.791	0.341
1020	8.643	0.338
1080	8.495	0.334
1140	8.347	0.33
1200	8.199	0.327
1260	8.051	0.323
1320	7.904	0.32
1380	7.756	0.316
1440	7.608	0.312
1500	7.46	0.309
1560	7.312	0.305
1620	7.165	0.301
1680	7.017	0.298
1740	6.869	0.294
1800	6.721	0.291
1860	6.573	0.287
1920	6.426	0.283
1980	6.278	0.28
2040	6.13	0.276
2100	5.982	0.272
2160	5.834	0.269
2220	5.687	0.265
2280	5.539	0.262
2340	5.391	0.258
2400	5.243	0.254
2460	5.095	0.251
2520	4.947	0.247
2580	4.80	0.244
2640	4.652	0.24
2700	4.504	0.236
2760	4.356	0.233
2820	4.208	0.229
2880	4.061	0.225
2940	3.913	0.222
3000	3.765	0.218
3060	3.617	0.215
3120	3.469	0.211
3180	3.322	0.207
3240	3.174	0.204
3300	3.026	0.2
3360	2.878	0.196
3420	2.73	0.193
3480	2.582	0.189
3540	2.435	0.186
3600	2.287	0.182
3660	2.139	0.178
3720	1.991	0.175
3780	1.843	0.171
3840	1.696	0.168
3900	1.548	0.164
3960	1.40	0.16
4020	1.252	0.157
4080	1.104	0.153
4140	0.957	0.149
4200	0.809	0.146
4260	0.661	0.142
4320	0.513	0.139
4380	0.365	0.135
4440	0.217	0.131
4500	0.07	0.128
4528	0.00	0.126
	END
