Sezione1
0	0.00	0.451
60	8.767	0.451
120	8.652	0.448
180	8.537	0.445
240	8.422	0.442
300	8.307	0.439
360	8.192	0.436
420	8.078	0.433
480	7.963	0.43
540	7.848	0.427
600	7.733	0.424
660	7.618	0.421
720	7.503	0.418
780	7.388	0.415
840	7.273	0.412
900	7.159	0.409
960	7.044	0.406
1020	6.929	0.403
1080	6.814	0.4
1140	6.699	0.397
1200	6.584	0.394
1260	6.469	0.391
1320	6.354	0.388
1380	6.24	0.385
1440	6.125	0.382
1500	6.01	0.379
1560	5.895	0.376
1620	5.78	0.373
1680	5.665	0.37
1740	5.55	0.368
1800	5.435	0.365
1860	5.321	0.362
1920	5.206	0.359
1980	5.091	0.356
2040	4.976	0.353
2100	4.861	0.35
2160	4.746	0.347
2220	4.631	0.344
2280	4.516	0.341
2340	4.402	0.338
2400	4.287	0.335
2460	4.172	0.332
2520	4.057	0.329
2580	3.942	0.326
2640	3.827	0.323
2700	3.712	0.32
2760	3.597	0.317
2820	3.483	0.314
2880	3.368	0.311
2940	3.253	0.308
3000	3.138	0.305
3060	3.023	0.302
3120	2.908	0.299
3180	2.793	0.296
3240	2.678	0.293
3300	2.564	0.29
3360	2.449	0.287
3420	2.334	0.284
3480	2.219	0.281
3540	2.104	0.278
3600	1.989	0.275
3660	1.874	0.272
3720	1.759	0.269
3780	1.645	0.266
3840	1.53	0.263
3900	1.415	0.26
3960	1.30	0.257
4020	1.185	0.254
4080	1.07	0.251
4140	0.955	0.248
4200	0.84	0.245
4260	0.726	0.242
4320	0.611	0.239
4380	0.496	0.236
4440	0.381	0.233
4500	0.266	0.231
4560	0.151	0.228
4620	0.036	0.225
4638	0.00	0.224
	END
