Sezione1
0	0.00	0.65
60	6.412	0.65
120	6.309	0.648
180	6.207	0.647
240	6.105	0.646
300	6.003	0.645
360	5.90	0.643
420	5.798	0.642
480	5.696	0.641
540	5.593	0.64
600	5.491	0.639
660	5.389	0.637
720	5.286	0.636
780	5.184	0.635
840	5.082	0.634
900	4.98	0.632
960	4.877	0.631
1020	4.775	0.63
1080	4.673	0.629
1140	4.57	0.628
1200	4.468	0.626
1260	4.366	0.625
1320	4.263	0.624
1380	4.161	0.623
1440	4.059	0.621
1500	3.957	0.62
1560	3.854	0.619
1620	3.752	0.618
1680	3.65	0.617
1740	3.547	0.615
1800	3.445	0.614
1860	3.343	0.613
1920	3.241	0.612
1980	3.138	0.61
2040	3.036	0.609
2100	2.934	0.608
2160	2.831	0.607
2220	2.729	0.606
2280	2.627	0.604
2340	2.524	0.603
2400	2.422	0.602
2460	2.32	0.601
2520	2.218	0.599
2580	2.115	0.598
2640	2.013	0.597
2700	1.911	0.596
2760	1.808	0.595
2820	1.706	0.593
2880	1.604	0.592
2940	1.502	0.591
3000	1.399	0.59
3060	1.297	0.588
3120	1.195	0.587
3180	1.092	0.586
3240	0.99	0.585
3300	0.888	0.584
3360	0.785	0.582
3420	0.683	0.581
3480	0.581	0.58
3540	0.479	0.579
3600	0.376	0.577
3660	0.274	0.576
3720	0.172	0.575
3780	0.069	0.574
3820	0.00	0.573
	END
