Sezione1
0.00	0.00	0.462
60.00	9.094	0.462
120.0	8.975	0.459
180.0	8.856	0.456
240.0	8.737	0.453
300.0	8.617	0.45
360.0	8.498	0.447
420.0	8.379	0.444
480.0	8.26	0.442
540.0	8.141	0.439
600.0	8.022	0.436
660.0	7.902	0.433
720.0	7.783	0.43
780.0	7.664	0.427
840.0	7.545	0.424
900.0	7.426	0.421
960.0	7.307	0.419
1020.0	7.187	0.416
1080.0	7.068	0.413
1140.0	6.949	0.41
1200.0	6.83	0.407
1260.0	6.711	0.404
1320.0	6.592	0.401
1380.0	6.472	0.398
1440.0	6.353	0.396
1500.0	6.234	0.393
1560.0	6.115	0.39
1620.0	5.996	0.387
1680.0	5.877	0.384
1740.0	5.757	0.381
1800.0	5.638	0.378
1860.0	5.519	0.376
1920.0	5.40	0.373
1980.0	5.281	0.37
2040.0	5.162	0.367
2100.0	5.043	0.364
2160.0	4.923	0.361
2220.0	4.804	0.358
2280.0	4.685	0.355
2340.0	4.566	0.353
2400.0	4.447	0.35
2460.0	4.328	0.347
2520.0	4.208	0.344
2580.0	4.089	0.341
2640.0	3.97	0.338
2700.0	3.851	0.335
2760.0	3.732	0.332
2820.0	3.613	0.33
2880.0	3.493	0.327
2940.0	3.374	0.324
3000.0	3.255	0.321
3060.0	3.136	0.318
3120.0	3.017	0.315
3180.0	2.898	0.312
3240.0	2.778	0.31
3300.0	2.659	0.307
3360.0	2.54	0.304
3420.0	2.421	0.301
3480.0	2.302	0.298
3540.0	2.183	0.295
3600.0	2.063	0.292
3660.0	1.944	0.289
3720.0	1.825	0.287
3780.0	1.706	0.284
3840.0	1.587	0.281
3900.0	1.468	0.278
3960.0	1.348	0.275
4020.0	1.229	0.272
4080.0	1.11	0.269
4140.0	0.991	0.266
4200.0	0.872	0.264
4260.0	0.753	0.261
4320.0	0.633	0.258
4380.0	0.514	0.255
4440.0	0.395	0.252
4500.0	0.276	0.249
4560.0	0.157	0.246
4620.0	0.038	0.243
4638.0	0.00	0.243
	END
